Flight time,Speed,Altitude,FuelLevel,WeatherConditions
17:53:54,18.25,438.0,99.27,foggy
17:53:55,18.5,444.0,99.26,foggy
17:53:55,18.75,450.0,99.25,foggy
17:53:56,19.0,456.0,99.24,foggy
17:53:57,19.25,462.0,99.23,foggy
17:53:58,19.5,468.0,99.22,foggy
17:53:58,19.75,474.0,99.21,foggy
17:53:59,20.0,480.0,99.2,foggy
17:54:00,20.25,486.0,99.19,foggy
17:54:01,20.5,492.0,99.18,foggy
17:54:01,20.75,498.0,99.17,foggy
17:54:02,21.0,504.0,99.16,foggy
17:54:03,21.25,510.0,99.15,foggy
17:54:03,21.5,516.0,99.14,foggy
17:54:04,21.75,522.0,99.13,foggy
17:54:05,22.0,528.0,99.12,foggy
17:54:06,22.25,534.0,99.11,foggy
17:54:06,22.5,540.0,99.1,foggy
17:54:07,22.75,546.0,99.09,foggy
17:54:08,23.0,552.0,99.08,foggy
17:54:09,23.25,558.0,99.07,foggy
17:54:09,23.5,564.0,99.06,foggy
17:54:10,23.75,570.0,99.05,foggy
17:54:11,24.0,576.0,99.04,foggy
17:54:12,24.25,582.0,99.03,foggy
17:54:12,24.5,588.0,99.02,foggy
17:54:13,24.75,594.0,99.01,foggy
17:54:14,25.0,600.0,99.0,foggy
17:54:15,25.25,606.0,98.99,foggy
17:54:15,25.5,612.0,98.98,foggy
17:54:16,25.75,618.0,98.97,foggy
17:54:17,26.0,624.0,98.96,foggy
17:54:18,26.25,630.0,98.95,foggy
17:54:18,26.5,636.0,98.94,foggy
17:54:19,26.75,642.0,98.93,foggy
17:54:20,27.0,648.0,98.92,foggy
17:54:21,27.25,654.0,98.91,foggy
17:54:21,27.5,660.0,98.9,foggy
17:54:22,27.75,666.0,98.89,foggy
17:54:23,28.0,672.0,98.88,foggy
17:54:24,28.25,678.0,98.87,foggy
17:54:24,28.5,684.0,98.86,foggy
17:54:25,28.75,690.0,98.85,foggy
17:54:26,29.0,696.0,98.84,foggy
17:54:27,29.25,702.0,98.83,foggy
17:54:27,29.5,708.0,98.82,foggy
17:54:28,29.75,714.0,98.81,foggy
17:54:29,30.0,720.0,98.8,foggy
17:54:30,30.25,726.0,98.79,foggy
17:54:30,30.5,732.0,98.78,foggy
17:54:31,30.75,738.0,98.77,foggy
17:54:32,31.0,744.0,98.76,foggy
17:54:33,31.25,750.0,98.75,foggy
17:54:33,31.5,756.0,98.74,foggy
17:54:34,31.75,762.0,98.73,foggy
17:54:35,32.0,768.0,98.72,foggy
17:54:35,32.25,774.0,98.71,foggy
17:54:36,32.5,780.0,98.7,foggy
17:54:37,32.75,786.0,98.69,foggy
17:54:38,33.0,792.0,98.68,foggy
17:54:38,33.25,798.0,98.67,foggy
17:54:39,33.5,804.0,98.66,foggy
17:54:40,33.75,810.0,98.65,foggy
17:54:41,34.0,816.0,98.64,foggy
17:54:41,34.25,822.0,98.63,foggy
17:54:42,34.5,828.0,98.62,foggy
17:54:43,34.75,834.0,98.61,foggy
17:54:44,35.0,840.0,98.6,foggy
17:54:44,35.25,846.0,98.59,foggy
17:54:45,35.5,852.0,98.58,foggy
17:54:46,35.75,858.0,98.57,foggy
17:54:47,36.0,864.0,98.56,foggy
17:54:47,36.25,870.0,98.55,foggy
17:54:48,36.5,876.0,98.54,foggy
17:54:49,36.75,882.0,98.53,foggy
17:54:50,37.0,888.0,98.52,foggy
17:54:50,37.25,894.0,98.51,foggy
17:54:51,37.5,900.0,98.5,foggy
17:54:52,37.75,906.0,98.49,foggy
17:54:53,38.0,912.0,98.48,foggy
17:54:53,38.25,918.0,98.47,foggy
17:54:54,38.5,924.0,98.46,foggy
17:54:55,38.75,930.0,98.45,foggy
17:54:56,39.0,936.0,98.44,foggy
17:54:56,39.25,942.0,98.43,foggy
17:54:57,39.5,948.0,98.42,foggy
17:54:58,39.75,954.0,98.41,foggy
17:54:59,40.0,960.0,98.4,foggy
17:54:59,40.25,966.0,98.39,foggy
17:55:00,40.5,972.0,98.38,foggy
17:55:01,40.75,978.0,98.37,foggy
17:55:02,41.0,984.0,98.36,foggy
17:55:02,41.25,990.0,98.35,foggy
17:55:03,41.5,996.0,98.34,foggy
17:55:04,41.75,1002.0,98.33,rainy
17:55:04,42.0,1008.0,98.32,rainy
17:55:05,42.25,1014.0,98.31,rainy
17:55:06,42.5,1020.0,98.3,rainy
17:55:07,42.75,1026.0,98.29,rainy
17:55:07,43.0,1032.0,98.28,rainy
17:55:08,43.25,1038.0,98.27,rainy
17:55:09,43.5,1044.0,98.26,rainy
17:55:10,43.75,1050.0,98.25,rainy
17:55:10,44.0,1056.0,98.24,rainy
17:55:11,44.25,1062.0,98.23,rainy
17:55:12,44.5,1068.0,98.22,rainy
17:55:13,44.75,1074.0,98.21,rainy
17:55:13,45.0,1080.0,98.2,rainy
17:55:14,45.25,1086.0,98.19,rainy
17:55:15,45.5,1092.0,98.18,rainy
17:55:16,45.75,1098.0,98.17,rainy
17:55:16,46.0,1104.0,98.16,rainy
17:55:17,46.25,1110.0,98.15,rainy
17:55:18,46.5,1116.0,98.14,rainy
17:55:19,46.75,1122.0,98.13,rainy
17:55:19,47.0,1128.0,98.12,rainy
17:55:20,47.25,1134.0,98.11,rainy
17:55:21,47.5,1140.0,98.1,rainy
17:55:22,47.75,1146.0,98.09,rainy
17:55:22,48.0,1152.0,98.08,rainy
17:55:23,48.25,1158.0,98.07,rainy
17:55:24,48.5,1164.0,98.06,rainy
17:55:25,48.75,1170.0,98.05,rainy
17:55:25,49.0,1176.0,98.04,rainy
17:55:26,49.25,1182.0,98.03,rainy
17:55:27,49.5,1188.0,98.02,rainy
17:55:28,49.75,1194.0,98.01,rainy
17:55:28,50.0,1200.0,98.0,rainy
17:55:29,50.25,1206.0,97.99,rainy
17:55:30,50.5,1212.0,97.98,rainy
17:55:31,50.75,1218.0,97.97,rainy
17:55:31,51.0,1224.0,97.96,rainy
17:55:32,51.25,1230.0,97.95,rainy
17:55:33,51.5,1236.0,97.94,rainy
17:55:34,51.75,1242.0,97.93,rainy
17:55:34,52.0,1248.0,97.92,rainy
17:55:35,52.25,1254.0,97.91,rainy
17:55:36,52.5,1260.0,97.9,rainy
17:55:36,52.75,1266.0,97.89,rainy
17:55:37,53.0,1272.0,97.88,rainy
17:55:38,53.25,1278.0,97.87,rainy
17:55:39,53.5,1284.0,97.86,rainy
17:55:39,53.75,1290.0,97.85,rainy
17:55:40,54.0,1296.0,97.84,rainy
17:55:41,54.25,1302.0,97.83,rainy
17:55:42,54.5,1308.0,97.82,rainy
17:55:42,54.75,1314.0,97.81,rainy
17:55:43,55.0,1320.0,97.8,rainy
17:55:44,55.25,1326.0,97.79,rainy
17:55:45,55.5,1332.0,97.78,rainy
17:55:45,55.75,1338.0,97.77,rainy
17:55:46,56.0,1344.0,97.76,rainy
17:55:47,56.25,1350.0,97.75,rainy
17:55:48,56.5,1356.0,97.74,rainy
17:55:48,56.75,1362.0,97.73,rainy
17:55:49,57.0,1368.0,97.72,rainy
17:55:50,57.25,1374.0,97.71,rainy
17:55:51,57.5,1380.0,97.7,rainy
17:55:51,57.75,1386.0,97.69,rainy
17:55:52,58.0,1392.0,97.68,rainy
17:55:53,58.25,1398.0,97.67,rainy
17:55:54,58.5,1404.0,97.66,rainy
17:55:54,58.75,1410.0,97.65,rainy
17:55:55,59.0,1416.0,97.64,rainy
17:55:56,59.25,1422.0,97.63,rainy
17:55:57,59.5,1428.0,97.62,rainy
17:55:57,59.75,1434.0,97.61,rainy
17:55:58,60.0,1440.0,97.6,rainy
17:55:59,60.25,1446.0,97.59,rainy
17:56:00,60.5,1452.0,97.58,rainy
17:56:00,60.75,1458.0,97.57,rainy
17:56:01,61.0,1464.0,97.56,rainy
17:56:02,61.25,1470.0,97.55,rainy
17:56:03,61.5,1476.0,97.54,rainy
17:56:03,61.75,1482.0,97.53,rainy
17:56:04,62.0,1488.0,97.52,rainy
17:56:05,62.25,1494.0,97.51,rainy
17:56:06,62.5,1500.0,97.5,rainy
17:56:06,62.75,1506.0,97.49,rainy
17:56:07,63.0,1512.0,97.48,rainy
17:56:08,63.25,1518.0,97.47,rainy
17:56:08,63.5,1524.0,97.46,rainy
17:56:09,63.75,1530.0,97.45,rainy
17:56:10,64.0,1536.0,97.44,rainy
17:56:11,64.25,1542.0,97.43,rainy
17:56:11,64.5,1548.0,97.42,rainy
17:56:12,64.75,1554.0,97.41,rainy
17:56:13,65.0,1560.0,97.4,rainy
17:56:14,65.25,1566.0,97.39,rainy
17:56:14,65.5,1572.0,97.38,rainy
17:56:15,65.75,1578.0,97.37,rainy
17:56:16,66.0,1584.0,97.36,rainy
17:56:17,66.25,1590.0,97.35,rainy
17:56:17,66.5,1596.0,97.34,rainy
17:56:18,66.75,1602.0,97.33,rainy
17:56:19,67.0,1608.0,97.32,rainy
17:56:20,67.25,1614.0,97.31,rainy
17:56:20,67.5,1620.0,97.3,rainy
17:56:21,67.75,1626.0,97.29,rainy
17:56:22,68.0,1632.0,97.28,rainy
17:56:23,68.25,1638.0,97.27,rainy
17:56:23,68.5,1644.0,97.26,rainy
17:56:24,68.75,1650.0,97.25,rainy
17:56:25,69.0,1656.0,97.24,rainy
17:56:26,69.25,1662.0,97.23,rainy
17:56:26,69.5,1668.0,97.22,rainy
17:56:27,69.75,1674.0,97.21,rainy
17:56:28,70.0,1680.0,97.2,rainy
17:56:29,70.25,1686.0,97.19,rainy
17:56:29,70.5,1692.0,97.18,rainy
17:56:30,70.75,1698.0,97.17,rainy
17:56:31,71.0,1704.0,97.16,rainy
17:56:32,71.25,1710.0,97.15,rainy
17:56:32,71.5,1716.0,97.14,rainy
17:56:33,71.75,1722.0,97.13,rainy
17:56:34,72.0,1728.0,97.12,rainy
17:56:35,72.25,1734.0,97.11,rainy
17:56:35,72.5,1740.0,97.1,rainy
17:56:36,72.75,1746.0,97.09,rainy
17:56:37,73.0,1752.0,97.08,rainy
17:56:37,73.25,1758.0,97.07,rainy
17:56:38,73.5,1764.0,97.06,rainy
17:56:39,73.75,1770.0,97.05,rainy
17:56:40,74.0,1776.0,97.04,rainy
17:56:40,74.25,1782.0,97.03,rainy
17:56:41,74.5,1788.0,97.02,rainy
17:56:42,74.75,1794.0,97.01,rainy
17:56:43,75.0,1800.0,97.0,rainy
17:56:43,75.25,1806.0,96.99,rainy
17:56:44,75.5,1812.0,96.98,rainy
17:56:45,75.75,1818.0,96.97,rainy
17:56:46,76.0,1824.0,96.96,rainy
17:56:46,76.25,1830.0,96.95,rainy
17:56:47,76.5,1836.0,96.94,rainy
17:56:48,76.75,1842.0,96.93,rainy
17:56:49,77.0,1848.0,96.92,rainy
17:56:49,77.25,1854.0,96.91,rainy
17:56:50,77.5,1860.0,96.9,rainy
17:56:51,77.75,1866.0,96.89,rainy
17:56:52,78.0,1872.0,96.88,rainy
17:56:52,78.25,1878.0,96.87,rainy
17:56:53,78.5,1884.0,96.86,rainy
17:56:54,78.75,1890.0,96.85,rainy
17:56:55,79.0,1896.0,96.84,rainy
17:56:55,79.25,1902.0,96.83,rainy
17:56:56,79.5,1908.0,96.82,rainy
17:56:57,79.75,1914.0,96.81,rainy
17:56:58,80.0,1920.0,96.8,rainy
17:56:58,80.25,1926.0,96.79,rainy
17:56:59,80.5,1932.0,96.78,rainy
17:57:00,80.75,1938.0,96.77,rainy
17:57:01,81.0,1944.0,96.76,rainy
17:57:01,81.25,1950.0,96.75,rainy
17:57:02,81.5,1956.0,96.74,rainy
17:57:03,81.75,1962.0,96.73,rainy
17:57:04,82.0,1968.0,96.72,rainy
17:57:04,82.25,1974.0,96.71,rainy
17:57:05,82.5,1980.0,96.7,rainy
17:57:06,82.75,1986.0,96.69,rainy
17:57:07,83.0,1992.0,96.68,rainy
17:57:07,83.25,1998.0,96.67,rainy
17:57:08,83.5,2004.0,96.66,rainy
17:57:09,83.75,2010.0,96.65,rainy
17:57:09,84.0,2016.0,96.64,rainy
17:57:10,84.25,2022.0,96.63,rainy
17:57:11,84.5,2028.0,96.62,rainy
17:57:12,84.75,2034.0,96.61,rainy
17:57:12,85.0,2040.0,96.6,rainy
17:57:13,85.25,2046.0,96.59,rainy
17:57:14,85.5,2052.0,96.58,rainy
17:57:15,85.75,2058.0,96.57,rainy
17:57:15,86.0,2064.0,96.56,rainy
17:57:16,86.25,2070.0,96.55,rainy
17:57:17,86.5,2076.0,96.54,rainy
17:57:18,86.75,2082.0,96.53,rainy
17:57:18,87.0,2088.0,96.52,rainy
17:57:19,87.25,2094.0,96.51,rainy
17:57:20,87.5,2100.0,96.5,rainy
17:57:21,87.75,2106.0,96.49,rainy
17:57:21,88.0,2112.0,96.48,rainy
17:57:22,88.25,2118.0,96.47,rainy
17:57:23,88.5,2124.0,96.46,rainy
17:57:24,88.75,2130.0,96.45,rainy
17:57:24,89.0,2136.0,96.44,rainy
17:57:25,89.25,2142.0,96.43,rainy
17:57:26,89.5,2148.0,96.42,rainy
17:57:27,89.75,2154.0,96.41,rainy
17:57:27,90.0,2160.0,96.4,rainy
17:57:28,90.25,2166.0,96.39,rainy
17:57:29,90.5,2172.0,96.38,rainy
17:57:30,90.75,2178.0,96.37,rainy
17:57:30,91.0,2184.0,96.36,rainy
17:57:31,91.25,2190.0,96.35,rainy
17:57:32,91.5,2196.0,96.34,rainy
17:57:33,91.75,2202.0,96.33,rainy
17:57:33,92.0,2208.0,96.32,rainy
17:57:34,92.25,2214.0,96.31,rainy
17:57:35,92.5,2220.0,96.3,rainy
17:57:36,92.75,2226.0,96.29,rainy
17:57:36,93.0,2232.0,96.28,rainy
17:57:37,93.25,2238.0,96.27,rainy
17:57:38,93.5,2244.0,96.26,rainy
17:57:39,93.75,2250.0,96.25,rainy
17:57:39,94.0,2256.0,96.24,rainy
17:57:40,94.25,2262.0,96.23,rainy
17:57:41,94.5,2268.0,96.22,rainy
17:57:41,94.75,2274.0,96.21,rainy
17:57:42,95.0,2280.0,96.2,rainy
17:57:43,95.25,2286.0,96.19,rainy
17:57:44,95.5,2292.0,96.18,rainy
17:57:44,95.75,2298.0,96.17,rainy
17:57:45,96.0,2304.0,96.16,rainy
17:57:46,96.25,2310.0,96.15,rainy
17:57:47,96.5,2316.0,96.14,rainy
17:57:47,96.75,2322.0,96.13,rainy
17:57:48,97.0,2328.0,96.12,rainy
17:57:49,97.25,2334.0,96.11,rainy
17:57:50,97.5,2340.0,96.1,rainy
17:57:50,97.75,2346.0,96.09,rainy
17:57:51,98.0,2352.0,96.08,rainy
17:57:52,98.25,2358.0,96.07,rainy
17:57:53,98.5,2364.0,96.06,rainy
17:57:53,98.75,2370.0,96.05,rainy
17:57:54,99.0,2376.0,96.04,rainy
17:57:55,99.25,2382.0,96.03,rainy
17:57:56,99.5,2388.0,96.02,rainy
17:57:56,99.75,2394.0,96.01,rainy
17:57:57,100.0,2400.0,96.0,rainy
17:57:58,100.25,2406.0,95.99,rainy
17:57:59,100.5,2412.0,95.98,rainy
17:57:59,100.75,2418.0,95.97,rainy
17:58:00,101.0,2424.0,95.96,rainy
17:58:01,101.25,2430.0,95.95,rainy
17:58:02,101.5,2436.0,95.94,rainy
17:58:02,101.75,2442.0,95.93,rainy
17:58:03,102.0,2448.0,95.92,rainy
17:58:04,102.25,2454.0,95.91,rainy
17:58:05,102.5,2460.0,95.9,rainy
17:58:05,102.75,2466.0,95.89,rainy
17:58:06,103.0,2472.0,95.88,rainy
17:58:07,103.25,2478.0,95.87,rainy
17:58:08,103.5,2484.0,95.86,rainy
17:58:08,103.75,2490.0,95.85,rainy
17:58:09,104.0,2496.0,95.84,rainy
17:58:10,104.25,2502.0,95.83,rainy
17:58:10,104.5,2508.0,95.82,rainy
17:58:11,104.75,2514.0,95.81,rainy
17:58:12,105.0,2520.0,95.8,rainy
17:58:13,105.25,2526.0,95.79,rainy
17:58:13,105.5,2532.0,95.78,rainy
17:58:14,105.75,2538.0,95.77,rainy
17:58:15,106.0,2544.0,95.76,rainy
17:58:16,106.25,2550.0,95.75,rainy
17:58:16,106.5,2556.0,95.74,rainy
17:58:17,106.75,2562.0,95.73,rainy
17:58:18,107.0,2568.0,95.72,rainy
17:58:19,107.25,2574.0,95.71,rainy
17:58:19,107.5,2580.0,95.7,rainy
17:58:20,107.75,2586.0,95.69,rainy
17:58:21,108.0,2592.0,95.68,rainy
17:58:22,108.25,2598.0,95.67,rainy
17:58:22,108.5,2604.0,95.66,rainy
17:58:23,108.75,2610.0,95.65,rainy
17:58:24,109.0,2616.0,95.64,rainy
17:58:25,109.25,2622.0,95.63,rainy
17:58:25,109.5,2628.0,95.62,rainy
17:58:26,109.75,2634.0,95.61,rainy
17:58:27,110.0,2640.0,95.6,rainy
17:58:28,110.25,2646.0,95.59,rainy
17:58:28,110.5,2652.0,95.58,rainy
17:58:29,110.75,2658.0,95.57,rainy
17:58:30,111.0,2664.0,95.56,rainy
17:58:31,111.25,2670.0,95.55,rainy
17:58:31,111.5,2676.0,95.54,rainy
17:58:32,111.75,2682.0,95.53,rainy
17:58:33,112.0,2688.0,95.52,rainy
17:58:34,112.25,2694.0,95.51,rainy
17:58:34,112.5,2700.0,95.5,rainy
17:58:35,112.75,2706.0,95.49,rainy
17:58:36,113.0,2712.0,95.48,rainy
17:58:37,113.25,2718.0,95.47,rainy
17:58:37,113.5,2724.0,95.46,rainy
17:58:38,113.75,2730.0,95.45,rainy
17:58:39,114.0,2736.0,95.44,rainy
17:58:40,114.25,2742.0,95.43,rainy
17:58:40,114.5,2748.0,95.42,rainy
17:58:41,114.75,2754.0,95.41,rainy
17:58:42,115.0,2760.0,95.4,rainy
17:58:42,115.25,2766.0,95.39,rainy
17:58:43,115.5,2772.0,95.38,rainy
17:58:44,115.75,2778.0,95.37,rainy
17:58:45,116.0,2784.0,95.36,rainy
17:58:45,116.25,2790.0,95.35,rainy
17:58:46,116.5,2796.0,95.34,rainy
17:58:47,116.75,2802.0,95.33,rainy
17:58:48,117.0,2808.0,95.32,rainy
17:58:48,117.25,2814.0,95.31,rainy
17:58:49,117.5,2820.0,95.3,rainy
17:58:50,117.75,2826.0,95.29,rainy
17:58:51,118.0,2832.0,95.28,rainy
17:58:51,118.25,2838.0,95.27,rainy
17:58:52,118.5,2844.0,95.26,rainy
17:58:53,118.75,2850.0,95.25,rainy
17:58:54,119.0,2856.0,95.24,rainy
17:58:54,119.25,2862.0,95.23,rainy
17:58:55,119.5,2868.0,95.22,rainy
17:58:56,119.75,2874.0,95.21,rainy
17:58:57,120.0,2880.0,95.2,rainy
17:58:57,120.25,2886.0,95.19,rainy
17:58:58,120.5,2892.0,95.18,rainy
17:58:59,120.75,2898.0,95.17,rainy
17:59:00,121.0,2904.0,95.16,rainy
17:59:00,121.25,2910.0,95.15,rainy
17:59:01,121.5,2916.0,95.14,rainy
17:59:02,121.75,2922.0,95.13,rainy
17:59:03,122.0,2928.0,95.12,rainy
17:59:03,122.25,2934.0,95.11,rainy
17:59:04,122.5,2940.0,95.1,rainy
17:59:05,122.75,2946.0,95.09,rainy
17:59:06,123.0,2952.0,95.08,rainy
17:59:06,123.25,2958.0,95.07,rainy
17:59:07,123.5,2964.0,95.06,rainy
17:59:08,123.75,2970.0,95.05,rainy
17:59:09,124.0,2976.0,95.04,rainy
17:59:09,124.25,2982.0,95.03,rainy
17:59:10,124.5,2988.0,95.02,rainy
17:59:11,124.75,2994.0,95.01,rainy
17:59:12,125.0,3000.0,95.0,rainy
17:59:12,125.25,3006.0,94.99,rainy
17:59:13,125.5,3012.0,94.98,rainy
17:59:14,125.75,3018.0,94.97,rainy
17:59:14,126.0,3024.0,94.96,rainy
17:59:15,126.25,3030.0,94.95,rainy
17:59:16,126.5,3036.0,94.94,rainy
17:59:17,126.75,3042.0,94.93,rainy
17:59:17,127.0,3048.0,94.92,rainy
17:59:18,127.25,3054.0,94.91,rainy
17:59:19,127.5,3060.0,94.9,rainy
17:59:20,127.75,3066.0,94.89,rainy
17:59:20,128.0,3072.0,94.88,rainy
17:59:21,128.25,3078.0,94.87,rainy
17:59:22,128.5,3084.0,94.86,rainy
17:59:23,128.75,3090.0,94.85,rainy
17:59:23,129.0,3096.0,94.84,rainy
17:59:24,129.25,3102.0,94.83,rainy
17:59:25,129.5,3108.0,94.82,rainy
17:59:26,129.75,3114.0,94.81,rainy
17:59:26,130.0,3120.0,94.8,rainy
17:59:27,130.25,3126.0,94.79,rainy
17:59:28,130.5,3132.0,94.78,rainy
17:59:29,130.75,3138.0,94.77,rainy
17:59:29,131.0,3144.0,94.76,rainy
17:59:30,131.25,3150.0,94.75,rainy
17:59:31,131.5,3156.0,94.74,rainy
17:59:32,131.75,3162.0,94.73,rainy
17:59:32,132.0,3168.0,94.72,rainy
17:59:33,132.25,3174.0,94.71,rainy
17:59:34,132.5,3180.0,94.7,rainy
17:59:35,132.75,3186.0,94.69,rainy
17:59:35,133.0,3192.0,94.68,rainy
17:59:36,133.25,3198.0,94.67,rainy
17:59:37,133.5,3204.0,94.66,rainy
17:59:38,133.75,3210.0,94.65,rainy
17:59:38,134.0,3216.0,94.64,rainy
17:59:39,134.25,3222.0,94.63,rainy
17:59:40,134.5,3228.0,94.62,rainy
17:59:41,134.75,3234.0,94.61,rainy
17:59:41,135.0,3240.0,94.6,rainy
17:59:42,135.25,3246.0,94.59,rainy
17:59:43,135.5,3252.0,94.58,rainy
17:59:43,135.75,3258.0,94.57,rainy
17:59:44,136.0,3264.0,94.56,rainy
17:59:45,136.25,3270.0,94.55,rainy
17:59:46,136.5,3276.0,94.54,rainy
17:59:46,136.75,3282.0,94.53,rainy
17:59:47,137.0,3288.0,94.52,rainy
17:59:48,137.25,3294.0,94.51,rainy
17:59:49,137.5,3300.0,94.5,rainy
17:59:49,137.75,3306.0,94.49,rainy
17:59:50,138.0,3312.0,94.48,rainy
17:59:51,138.25,3318.0,94.47,rainy
17:59:52,138.5,3324.0,94.46,rainy
17:59:52,138.75,3330.0,94.45,rainy
17:59:53,139.0,3336.0,94.44,rainy
17:59:54,139.25,3342.0,94.43,rainy
17:59:55,139.5,3348.0,94.42,rainy
17:59:55,139.75,3354.0,94.41,rainy
17:59:56,140.0,3360.0,94.4,rainy
17:59:57,140.25,3366.0,94.39,rainy
17:59:58,140.5,3372.0,94.38,rainy
17:59:58,140.75,3378.0,94.37,rainy
17:59:59,141.0,3384.0,94.36,rainy
18:00:00,141.25,3390.0,94.35,rainy
18:00:01,141.5,3396.0,94.34,rainy
18:00:01,141.75,3402.0,94.33,rainy
18:00:02,142.0,3408.0,94.32,rainy
18:00:03,142.25,3414.0,94.31,rainy
18:00:04,142.5,3420.0,94.3,rainy
18:00:04,142.75,3426.0,94.29,rainy
18:00:05,143.0,3432.0,94.28,rainy
18:00:06,143.25,3438.0,94.27,rainy
18:00:07,143.5,3444.0,94.26,rainy
18:00:07,143.75,3450.0,94.25,rainy
18:00:08,144.0,3456.0,94.24,rainy
18:00:09,144.25,3462.0,94.23,rainy
18:00:10,144.5,3468.0,94.22,rainy
18:00:10,144.75,3474.0,94.21,rainy
18:00:11,145.0,3480.0,94.2,rainy
18:00:12,145.25,3486.0,94.19,rainy
18:00:13,145.5,3492.0,94.18,rainy
18:00:13,145.75,3498.0,94.17,rainy
18:00:14,146.0,3504.0,94.16,rainy
18:00:15,146.25,3510.0,94.15,rainy
18:00:15,146.5,3516.0,94.14,rainy
18:00:16,146.75,3522.0,94.13,rainy
18:00:17,147.0,3528.0,94.12,rainy
18:00:18,147.25,3534.0,94.11,rainy
18:00:18,147.5,3540.0,94.1,rainy
18:00:19,147.75,3546.0,94.09,rainy
18:00:20,148.0,3552.0,94.08,rainy
18:00:21,148.25,3558.0,94.07,rainy
18:00:21,148.5,3564.0,94.06,rainy
18:00:22,148.75,3570.0,94.05,rainy
18:00:23,149.0,3576.0,94.04,rainy
18:00:24,149.25,3582.0,94.03,rainy
18:00:24,149.5,3588.0,94.02,rainy
18:00:25,149.75,3594.0,94.01,rainy
18:00:26,150.0,3600.0,94.0,rainy
18:00:27,150.25,3606.0,93.99,rainy
18:00:27,150.5,3612.0,93.98,rainy
18:00:28,150.75,3618.0,93.97,rainy
18:00:29,151.0,3624.0,93.96,rainy
18:00:30,151.25,3630.0,93.95,rainy
18:00:30,151.5,3636.0,93.94,rainy
18:00:31,151.75,3642.0,93.93,rainy
18:00:32,152.0,3648.0,93.92,rainy
18:00:33,152.25,3654.0,93.91,rainy
18:00:33,152.5,3660.0,93.9,rainy
18:00:34,152.75,3666.0,93.89,rainy
18:00:35,153.0,3672.0,93.88,rainy
