time,speed,altitude,fuel_level
1.065791,5.400008,125.9941,99.89342
1.073917,5.400008,125.9941,99.89261
1.081637,5.500008,125.9938,99.89184
1.097992,5.500008,125.9938,99.8902
1.1055,5.600008,125.9936,99.88945
1.113816,5.600008,125.9936,99.88862
1.121364,5.700008,125.9934,99.88786
1.129364,5.700008,125.9934,99.88706
1.137209,5.700008,125.9934,99.88628
1.144893,5.800008,125.9932,99.88551
1.154783,5.800008,125.9932,99.88452
1.163543,5.900009,125.9929,99.88364
1.171911,5.900009,125.9929,99.88281
1.182189,6.000009,125.9927,99.88178
1.190517,6.000009,125.9927,99.88095
1.199863,6.000009,125.9927,99.88001
1.209604,6.100009,125.9924,99.87904
1.219075,6.100009,125.9924,99.87809
1.228735,6.200009,125.9922,99.87713
1.23811,6.200009,125.9922,99.87619
1.255414,6.300009,125.9919,99.87446
1.263787,6.400009,125.9917,99.87362
1.271137,6.400009,125.9917,99.87289
1.27955,6.400009,125.9917,99.87205
1.287937,6.500009,125.9914,99.87121
1.297283,6.500009,125.9914,99.87027
1.305351,6.600009,125.9911,99.86947
1.313672,6.600009,125.9911,99.86863
1.322044,6.700009,125.9909,99.8678
1.330454,6.700009,125.9909,99.86695
1.342567,6.80001,125.9906,99.86575
1.351288,6.80001,125.9906,99.86487
1.359728,6.80001,125.9906,99.86403
1.368463,6.90001,125.9903,99.86315
1.376867,6.90001,125.9903,99.86231
1.418017,7.10001,125.9898,99.8582
1.438914,7.20001,125.9895,99.85611
1.449773,7.30001,125.9892,99.85503
1.457721,7.30001,125.9892,99.85423
1.466006,7.40001,125.9889,99.8534
1.474128,7.40001,125.9889,99.85258
1.482045,7.50001,125.9886,99.8518
1.489936,7.50001,125.9886,99.85101
1.497923,7.50001,125.9886,99.8502
1.505691,7.60001,125.9883,99.84943
1.514328,7.60001,125.9883,99.84856
1.522157,7.70001,125.988,99.84779
1.530918,7.70001,125.988,99.84691
1.538994,7.70001,125.988,99.8461
1.546656,7.800011,125.9877,99.84534
1.555217,7.800011,125.9877,99.84447
1.563369,7.900011,125.9874,99.84367
1.571378,7.900011,125.9874,99.84286
1.599143,8.00001,125.987,99.84009
1.608076,8.100011,125.9867,99.8392
1.617074,8.100011,125.9867,99.83829
1.624565,8.200011,125.9864,99.83754
1.633363,8.200011,125.9864,99.83666
1.641072,8.300012,125.9861,99.83589
1.650913,8.300012,125.9861,99.83491
1.658417,8.300012,125.9861,99.83416
1.66703,8.400013,125.9857,99.8333
1.675075,8.400013,125.9857,99.83249
1.683487,8.500013,125.9854,99.83165
1.693162,8.500013,125.9854,99.83068
1.701138,8.600014,125.985,99.82989
1.710222,8.600014,125.985,99.82898
1.718444,8.600014,125.985,99.82816
1.72762,8.700014,125.9847,99.82724
1.745122,8.800014,125.9843,99.82549
1.753306,8.800014,125.9843,99.82467
1.762573,8.900016,125.984,99.82375
1.771749,8.900016,125.984,99.82282
1.779558,8.900016,125.984,99.82204
1.787399,9.000016,125.9836,99.82126
1.795199,9.000016,125.9836,99.82048
1.802992,9.100017,125.9832,99.8197
1.810723,9.100017,125.9832,99.81892
1.818387,9.100017,125.9832,99.81816
1.825616,9.200017,125.9829,99.81744
1.834313,9.200017,125.9829,99.81657
1.841303,9.300018,125.9825,99.81587
1.849942,9.300018,125.9825,99.815
1.856513,9.300018,125.9825,99.81435
1.864556,9.400019,125.9821,99.81355
1.870722,9.400019,125.9821,99.81293
1.878829,9.400019,125.9821,99.81212
1.896446,9.500019,125.9818,99.81036
1.903486,9.600019,125.9814,99.80965
1.913201,9.600019,125.9814,99.80868
1.920708,9.70002,125.981,99.80793
1.928626,9.70002,125.981,99.80714
1.952318,9.800021,125.9806,99.80477
1.960771,9.900022,125.9802,99.80392
1.967466,9.900022,125.9802,99.80325
1.974745,9.900022,125.9802,99.80253
1.981526,10.00002,125.9798,99.80185
1.989308,10.00002,125.9798,99.80107
1.995837,10.00002,125.9798,99.80042
2.001569,10.10002,125.9794,99.79984
2.009965,10.10002,125.9794,99.799
2.01752,10.10002,125.9794,99.79825
2.025187,10.20002,125.979,99.79748
2.033006,10.20002,125.979,99.7967
2.049198,10.30002,125.9786,99.79508
2.058068,10.30002,125.9786,99.79419
2.065123,10.40002,125.9782,99.79349
2.073895,10.40002,125.9782,99.79261
2.083695,10.50002,125.9777,99.79163
2.091416,10.50002,125.9777,99.79086
2.100068,10.60002,125.9773,99.78999
2.107837,10.60002,125.9773,99.78922
2.116105,10.60002,125.9773,99.78839
2.124336,10.70002,125.9769,99.78757
2.132097,10.70002,125.9769,99.78679
2.139773,10.70002,125.9769,99.78603
2.148319,10.80001,125.9764,99.78517
2.161207,10.90001,125.976,99.78388
2.171637,10.90001,125.976,99.78284
2.179083,10.90001,125.976,99.78209
2.186228,10.99999,125.9756,99.78138
2.202036,11.09997,125.9751,99.77979
2.209555,11.09997,125.9751,99.77905
2.217441,11.09997,125.9751,99.77826
2.224956,11.19994,125.9747,99.7775
2.233079,11.19994,125.9747,99.7767
2.240851,11.2999,125.9742,99.77592
2.248388,11.2999,125.9742,99.77516
2.255499,11.2999,125.9742,99.77445
2.263159,11.39985,125.9738,99.77368
2.270762,11.39985,125.9738,99.77293
2.277154,11.39985,125.9738,99.77229
2.28363,11.49978,125.9733,99.77164
2.290677,11.49978,125.9733,99.77094
2.297136,11.49978,125.9733,99.77029
2.304534,11.59968,125.9728,99.76955
2.310949,11.59968,125.9728,99.76891
2.317811,11.59968,125.9728,99.76822
2.323663,11.69956,125.9724,99.76763
2.330218,11.69956,125.9724,99.76698
2.33688,11.69956,125.9724,99.76631
2.348763,11.79942,125.9719,99.76512
2.355211,11.79942,125.9719,99.76448
2.361783,11.89924,125.9714,99.76382
2.367976,11.89924,125.9714,99.7632
2.374111,11.89924,125.9714,99.76259
2.380556,11.99904,125.971,99.76195
2.387225,11.99904,125.971,99.76128
2.39399,11.99904,125.971,99.7606
2.401233,12.0988,125.9705,99.75988
2.407706,12.0988,125.9705,99.75923
2.414981,12.0988,125.9705,99.7585
2.421143,12.19852,125.97,99.75789
2.428643,12.19852,125.97,99.75713
2.435177,12.19852,125.97,99.75648
2.441531,12.2982,125.9695,99.75584
2.44881,12.2982,125.9695,99.75512
2.45497,12.2982,125.9695,99.7545
2.461537,12.39784,125.969,99.75385
2.468637,12.39784,125.969,99.75314
2.475244,12.39784,125.969,99.75247
2.481057,12.49744,125.9685,99.75189
2.487518,12.49744,125.9685,99.75125
2.501119,12.59699,125.968,99.74989
2.507999,12.59699,125.968,99.7492
2.514654,12.59699,125.968,99.74854
2.521577,12.69649,125.9675,99.74784
2.53169,12.69649,125.9675,99.74683
2.5389,12.69649,125.9675,99.74611
2.545432,12.79594,125.967,99.74546
2.551913,12.79594,125.967,99.74481
2.55839,12.79594,125.967,99.74416
2.564385,12.89534,125.9665,99.74356
2.571282,12.89534,125.9665,99.74287
2.577447,12.89534,125.9665,99.74226
2.583815,12.99469,125.9659,99.74162
2.590038,12.99469,125.9659,99.741
2.596137,12.99469,125.9659,99.74039
2.60287,13.09397,125.9654,99.73972
2.609761,13.09397,125.9654,99.73902
2.616207,13.09397,125.9654,99.73838
2.621888,13.1932,125.9649,99.73781
2.628653,13.1932,125.9649,99.73714
2.635106,13.1932,125.9649,99.73649
2.6416,13.29235,125.9643,99.73584
2.655441,13.29235,125.9643,99.73446
2.662343,13.39142,125.9638,99.73376
2.669433,13.39142,125.9638,99.73306
2.675956,13.39142,125.9638,99.73241
2.682024,13.49041,125.9633,99.7318
2.68795,13.49041,125.9633,99.73121
2.696839,13.49041,125.9633,99.73032
2.702792,13.58932,125.9627,99.72972
2.717796,13.58932,125.9627,99.72822
2.726949,13.68811,125.9622,99.7273
2.735032,13.68811,125.9622,99.72649
2.741613,13.7868,125.9616,99.72584
2.747788,13.7868,125.9616,99.72522
2.754664,13.7868,125.9616,99.72453
2.760625,13.88536,125.9611,99.72394
2.767789,13.88536,125.9611,99.72322
2.774318,13.88536,125.9611,99.72256
2.780509,13.98379,125.9605,99.72195
2.787807,13.98379,125.9605,99.72122
2.79392,13.98379,125.9605,99.72061
2.806999,14.08208,125.96,99.7193
2.814072,14.08208,125.96,99.71859
2.819934,14.08208,125.96,99.71801
2.826498,14.1802,125.9594,99.71735
2.834068,14.1802,125.9594,99.71659
2.840396,14.27816,125.9588,99.71596
2.847177,14.27816,125.9588,99.71528
2.853182,14.27816,125.9588,99.71468
2.859829,14.27816,125.9588,99.71402
2.866024,14.37595,125.9582,99.71339
2.873354,14.37595,125.9582,99.71266
2.879875,14.37595,125.9582,99.71201
2.885858,14.47355,125.9577,99.71141
2.893014,14.47355,125.9577,99.7107
2.89918,14.47355,125.9577,99.71008
2.905552,14.57097,125.9571,99.70944
2.912057,14.57097,125.9571,99.70879
2.917681,14.57097,125.9571,99.70823
2.924138,14.66818,125.9565,99.70759
2.930003,14.66818,125.9565,99.707
2.935638,14.66818,125.9565,99.70644
2.941706,14.76519,125.9559,99.70583
2.947942,14.76519,125.9559,99.70521
2.960745,14.862,125.9553,99.70393
2.967285,14.862,125.9553,99.70327
2.973658,14.862,125.9553,99.70264
2.979273,14.862,125.9553,99.70207
2.986135,14.95859,125.9547,99.70139
2.991753,14.95859,125.9547,99.70082
2.99808,14.95859,125.9547,99.7002
3.004434,15.05496,125.9541,99.69955
3.010555,15.05496,125.9541,99.69894
3.016604,15.05496,125.9541,99.69834
3.022762,15.15111,125.9535,99.69772
3.029414,15.15111,125.9535,99.69706
3.035275,15.15111,125.9535,99.69647
3.04105,15.24702,125.9529,99.69589
3.047187,15.24702,125.9529,99.69528
3.052855,15.24702,125.9529,99.69472
3.058565,15.24702,125.9529,99.69415
3.064377,15.3427,125.9523,99.69357
3.070227,15.3427,125.9523,99.69298
3.076807,15.3427,125.9523,99.69232
3.082137,15.43815,125.9516,99.69179
3.088328,15.43815,125.9516,99.69117
3.095155,15.43815,125.9516,99.69048
3.101586,15.53334,125.951,99.68984
3.115975,15.53334,125.951,99.6884
3.1215,15.62829,125.9504,99.68785
3.127826,15.62829,125.9504,99.68722
3.133466,15.62829,125.9504,99.68665
3.13909,15.62829,125.9504,99.68609
3.145569,15.72299,125.9498,99.68544
3.152313,15.72299,125.9498,99.68477
3.158736,15.72299,125.9498,99.68413
3.16465,15.81742,125.9491,99.68353
3.170485,15.81742,125.9491,99.68295
3.177119,15.81742,125.9491,99.68229
3.182915,15.91159,125.9485,99.68171
3.18903,15.91159,125.9485,99.6811
3.195583,15.91159,125.9485,99.68044
3.201179,16.0055,125.9478,99.67989
3.207704,16.0055,125.9478,99.67923
3.214167,16.0055,125.9478,99.67858
3.220846,16.09913,125.9472,99.67792
3.22729,16.09913,125.9472,99.67727
3.233367,16.09913,125.9472,99.67667
3.239189,16.09913,125.9472,99.67608
3.245128,16.19249,125.9465,99.67548
3.251436,16.19249,125.9465,99.67486
3.257887,16.19249,125.9465,99.67421
3.271041,16.28557,125.9459,99.6729
3.277604,16.28557,125.9459,99.67224
3.283652,16.37836,125.9452,99.67164
3.289379,16.37836,125.9452,99.67106
3.29537,16.37836,125.9452,99.67046
3.301194,16.47087,125.9446,99.66988
3.307287,16.47087,125.9446,99.66927
3.313463,16.47087,125.9446,99.66866
3.319798,16.47087,125.9446,99.66802
3.325936,16.56309,125.9439,99.6674
3.332685,16.56309,125.9439,99.66673
3.338697,16.56309,125.9439,99.66613
3.346031,16.655,125.9432,99.6654
3.352398,16.655,125.9432,99.66476
3.358225,16.655,125.9432,99.66418
3.364774,16.74662,125.9425,99.66352
3.371135,16.74662,125.9425,99.66289
3.377309,16.74662,125.9425,99.66227
3.383402,16.83794,125.9419,99.66166
3.389717,16.83794,125.9419,99.66103
3.397254,16.83794,125.9419,99.66028
3.403384,16.92895,125.9412,99.65966
3.410314,16.92895,125.9412,99.65897
3.423187,17.01965,125.9405,99.65768
3.430081,17.01965,125.9405,99.65699
3.436068,17.01965,125.9405,99.65639
3.442672,17.11004,125.9398,99.65573
3.449056,17.11004,125.9398,99.6551
3.455195,17.11004,125.9398,99.65448
3.461771,17.20011,125.9391,99.65382
3.4682,17.20011,125.9391,99.65318
3.475171,17.20011,125.9391,99.65248
3.481775,17.28986,125.9384,99.65182
3.488589,17.28986,125.9384,99.65114
3.495367,17.28986,125.9384,99.65047
3.50156,17.37928,125.9377,99.64984
3.508752,17.37928,125.9377,99.64912
3.515218,17.37928,125.9377,99.64848
3.521887,17.46838,125.937,99.64781
3.528943,17.46838,125.937,99.6471
3.536062,17.46838,125.937,99.64639
3.542893,17.55715,125.9363,99.64571
3.549823,17.55715,125.9363,99.64502
3.556176,17.55715,125.9363,99.64438
3.562386,17.64559,125.9356,99.64376
3.574569,17.64559,125.9356,99.64254
3.58115,17.73369,125.9348,99.64188
3.588067,17.73369,125.9348,99.64119
3.594653,17.73369,125.9348,99.64053
3.60188,17.82146,125.9341,99.63981
3.608847,17.82146,125.9341,99.63911
3.615954,17.82146,125.9341,99.6384
3.622272,17.90888,125.9334,99.63777
3.629409,17.90888,125.9334,99.63706
3.635646,17.90888,125.9334,99.63644
3.64231,17.99595,125.9327,99.63577
3.649069,17.99595,125.9327,99.63509
3.655524,17.99595,125.9327,99.63445
3.662607,18.08268,125.9319,99.63374
3.668748,18.08268,125.9319,99.63313
3.674837,18.08268,125.9319,99.63251
3.681655,18.16906,125.9312,99.63184
3.688908,18.16906,125.9312,99.63111
3.705552,18.25508,125.9304,99.62945
3.712817,18.25508,125.9304,99.62872
3.726062,18.34075,125.9297,99.6274
3.732639,18.34075,125.9297,99.62674
3.738547,18.34075,125.9297,99.62614
3.74543,18.42607,125.9289,99.62546
3.752403,18.42607,125.9289,99.62476
3.758918,18.42607,125.9289,99.62411
3.765479,18.51102,125.9282,99.62345
3.772705,18.51102,125.9282,99.62273
3.779425,18.51102,125.9282,99.62206
3.786327,18.5956,125.9274,99.62137
3.793304,18.5956,125.9274,99.62067
3.799373,18.5956,125.9274,99.62006
3.80596,18.67983,125.9267,99.61941
3.812647,18.67983,125.9267,99.61874
3.819188,18.67983,125.9267,99.61808
3.828578,18.76368,125.9259,99.61714
3.836075,18.76368,125.9259,99.61639
3.842823,18.84716,125.9251,99.61572
3.850078,18.84716,125.9251,99.61499
3.856428,18.84716,125.9251,99.61436
3.863178,18.93027,125.9243,99.61369
3.87655,18.93027,125.9243,99.61234
3.88317,19.01299,125.9236,99.61169
3.890823,19.01299,125.9236,99.61092
3.89747,19.01299,125.9236,99.61025
3.903783,19.09531,125.9228,99.60962
3.910819,19.09531,125.9228,99.60892
3.917538,19.09531,125.9228,99.60825
3.923662,19.17723,125.922,99.60764
3.930495,19.17723,125.922,99.60695
3.937046,19.17723,125.922,99.60629
3.944081,19.25871,125.9212,99.60559
3.950399,19.25871,125.9212,99.60496
3.957496,19.25871,125.9212,99.60425
3.964565,19.33975,125.9204,99.60355
3.971323,19.33975,125.9204,99.60287
3.978969,19.33975,125.9204,99.6021
3.984885,19.42031,125.9196,99.60151
3.992297,19.42031,125.9196,99.60077
3.999876,19.42031,125.9196,99.60001
4.007131,19.50038,125.9188,99.59929
4.01832,19.50038,125.9188,99.59817
4.036631,19.57992,125.918,99.59634
4.044882,19.6589,125.9172,99.59551
4.052438,19.6589,125.9172,99.59476
4.061134,19.73729,125.9164,99.59389
4.068809,19.73729,125.9164,99.59312
4.07617,19.73729,125.9164,99.59238
4.083382,19.81508,125.9155,99.59166
4.092958,19.81508,125.9155,99.59071
4.101332,19.89224,125.9147,99.58987
4.109639,19.89224,125.9147,99.58904
4.117628,19.89224,125.9147,99.58823
4.125011,19.96875,125.9139,99.5875
4.132577,19.96875,125.9139,99.58674
4.139301,19.96875,125.9139,99.58607
4.147017,20.04459,125.9131,99.5853
4.155418,20.04459,125.9131,99.58446
4.164089,20.11975,125.9122,99.58359
4.17115,20.11975,125.9122,99.58289
4.186861,20.19423,125.9114,99.58131
4.193508,20.19423,125.9114,99.58065
4.20027,20.26801,125.9105,99.57997
4.207479,20.26801,125.9105,99.57925
4.21521,20.26801,125.9105,99.57848
4.221259,20.34108,125.9097,99.57787
4.229068,20.34108,125.9097,99.5771
4.235219,20.34108,125.9097,99.57648
4.242784,20.41346,125.9088,99.57572
4.249769,20.41346,125.9088,99.57502
4.256752,20.41346,125.9088,99.57433
4.263187,20.48512,125.908,99.57368
4.269933,20.48512,125.908,99.57301
4.277341,20.48512,125.908,99.57227
4.284028,20.55606,125.9071,99.57159
4.292346,20.55606,125.9071,99.57076
4.299085,20.55606,125.9071,99.57009
4.306368,20.62628,125.9063,99.56937
4.313113,20.62628,125.9063,99.56869
4.319141,20.62628,125.9063,99.56808
4.325757,20.69578,125.9054,99.56742
4.339985,20.69578,125.9054,99.566
4.346072,20.76455,125.9045,99.56539
4.352929,20.76455,125.9045,99.5647
4.359256,20.76455,125.9045,99.56407
4.365796,20.83258,125.9036,99.56342
4.372076,20.83258,125.9036,99.56279
4.378824,20.83258,125.9036,99.56212
4.384873,20.89988,125.9028,99.56152
4.391345,20.89988,125.9028,99.56087
4.397784,20.89988,125.9028,99.56022
4.404053,20.96643,125.9019,99.55959
4.411007,20.96643,125.9019,99.5589
4.417425,20.96643,125.9019,99.55826
4.423761,21.03223,125.901,99.55762
4.429816,21.03223,125.901,99.55702
4.435737,21.03223,125.901,99.55643
4.444417,21.09729,125.9001,99.55556
4.452724,21.09729,125.9001,99.55473
4.459081,21.09729,125.9001,99.55409
4.465584,21.16158,125.8992,99.55344
4.472704,21.16158,125.8992,99.55273
4.479795,21.16158,125.8992,99.55202
4.492133,21.22511,125.8983,99.55079
4.499814,21.22511,125.8983,99.55002
4.506529,21.28786,125.8974,99.54935
4.513946,21.28786,125.8974,99.54861
4.520555,21.34982,125.8965,99.54794
4.528188,21.34982,125.8965,99.54718
4.535332,21.34982,125.8965,99.54646
4.541747,21.41095,125.8956,99.54582
4.548882,21.41095,125.8956,99.54511
4.554691,21.41095,125.8956,99.54453
4.562557,21.47124,125.8947,99.54375
4.569119,21.47124,125.8947,99.54309
4.576905,21.47124,125.8947,99.54231
4.583717,21.53067,125.8937,99.54163
4.59092,21.53067,125.8937,99.54091
4.596915,21.53067,125.8937,99.54031
4.603624,21.58919,125.8928,99.53963
4.611047,21.58919,125.8928,99.53889
4.616765,21.58919,125.8928,99.53832
4.623505,21.64677,125.8919,99.53765
4.62999,21.64677,125.8919,99.537
4.642578,21.70337,125.891,99.53574
4.64966,21.70337,125.891,99.53503
4.655665,21.70337,125.891,99.53443
4.662032,21.75894,125.89,99.5338
4.668878,21.75894,125.89,99.53311
4.675169,21.75894,125.89,99.53249
4.681462,21.81344,125.8891,99.53185
4.68785,21.81344,125.8891,99.53121
4.694117,21.81344,125.8891,99.53059
4.701328,21.86679,125.8881,99.52987
4.708125,21.86679,125.8881,99.52919
4.71454,21.86679,125.8881,99.52855
4.720204,21.91896,125.8872,99.52798
4.72757,21.91896,125.8872,99.52724
4.734399,21.91896,125.8872,99.52656
4.740337,21.96986,125.8862,99.52596
4.747158,21.96986,125.8862,99.52528
4.753955,21.96986,125.8862,99.5246
4.760272,22.01943,125.8853,99.52397
4.766644,22.01943,125.8853,99.52334
4.772521,22.01943,125.8853,99.52275
4.787567,22.06759,125.8843,99.52124
4.800988,22.11427,125.8834,99.5199
4.808252,22.11427,125.8834,99.51917
4.814073,22.11427,125.8834,99.51859
4.820117,22.15939,125.8824,99.51799
4.827846,22.15939,125.8824,99.51721
4.834356,22.15939,125.8824,99.51656
4.840872,22.20285,125.8814,99.51591
4.847085,22.20285,125.8814,99.51529
4.85383,22.20285,125.8814,99.51462
4.859916,22.20285,125.8814,99.51401
4.866151,22.24459,125.8804,99.51338
4.873369,22.24459,125.8804,99.51266
4.880165,22.28451,125.8795,99.51199
4.886605,22.28451,125.8795,99.51134
4.893095,22.28451,125.8795,99.51069
4.898626,22.28451,125.8795,99.51014
4.906017,22.32254,125.8785,99.5094
4.912972,22.32254,125.8785,99.50871
4.919535,22.32254,125.8785,99.50805
4.92621,22.35857,125.8775,99.50738
4.933205,22.35857,125.8775,99.50668
4.947937,22.39254,125.8765,99.5052
4.954946,22.39254,125.8765,99.50451
4.960962,22.42435,125.8755,99.50391
4.967067,22.42435,125.8755,99.5033
4.976155,22.42435,125.8755,99.50239
4.983611,22.45392,125.8745,99.50164
4.989679,22.45392,125.8745,99.50103
4.996267,22.45392,125.8745,99.50037
5.005583,22.48115,125.8735,99.49944
5.012484,22.48115,125.8735,99.49875
5.018891,22.48115,125.8735,99.49811
5.026066,22.50596,125.8725,99.49739
5.035168,22.50596,125.8725,99.49648
5.041562,22.52825,125.8715,99.49584
5.047884,22.52825,125.8715,99.49521
5.05407,22.52825,125.8715,99.49459
5.062765,22.54795,125.8705,99.49372
5.069606,22.54795,125.8705,99.49304
5.075821,22.54795,125.8705,99.49242
5.082104,22.56497,125.8694,99.49179
5.088942,22.56497,125.8694,99.4911
5.100746,22.57922,125.8684,99.48992
5.10848,22.57922,125.8684,99.48915
5.114611,22.57922,125.8684,99.48854
5.121708,22.59062,125.8674,99.48783
5.129498,22.59062,125.8674,99.48705
5.137121,22.59062,125.8674,99.48629
5.144323,22.59912,125.8663,99.48557
5.151814,22.59912,125.8663,99.48482
5.159503,22.59912,125.8663,99.48405
5.16754,22.60466,125.8653,99.48325
5.175488,22.60466,125.8653,99.48245
5.182967,22.60717,125.8643,99.4817
5.19025,22.60717,125.8643,99.48097
5.197596,22.60717,125.8643,99.48024
5.204752,22.60661,125.8632,99.47952
5.212283,22.60661,125.8632,99.47878
5.221943,22.60294,125.8622,99.47781
5.231001,22.60294,125.8622,99.4769
5.238717,22.60294,125.8622,99.47613
5.246503,22.59612,125.8611,99.47535
5.261505,22.58611,125.8601,99.47385
5.26857,22.58611,125.8601,99.47314
5.276301,22.58611,125.8601,99.47237
5.283182,22.57288,125.859,99.47168
5.291504,22.57288,125.859,99.47085
5.299002,22.57288,125.859,99.4701
5.306723,22.55638,125.858,99.46933
5.314983,22.55638,125.858,99.4685
5.32251,22.53656,125.8569,99.46775
5.330278,22.53656,125.8569,99.46697
5.337645,22.53656,125.8569,99.46623
5.344838,22.51338,125.8558,99.46552
5.352659,22.51338,125.8558,99.46474
5.359527,22.51338,125.8558,99.46405
5.366656,22.4868,125.8547,99.46333
5.37347,22.4868,125.8547,99.46265
5.379748,22.4868,125.8547,99.46203
5.386756,22.45678,125.8537,99.46133
5.393605,22.45678,125.8537,99.46064
5.400773,22.42328,125.8526,99.45992
5.415653,22.42328,125.8526,99.45844
5.421975,22.38627,125.8515,99.4578
5.429041,22.38627,125.8515,99.45709
5.435715,22.38627,125.8515,99.45643
5.443104,22.34573,125.8504,99.45569
5.449858,22.34573,125.8504,99.45502
5.456773,22.34573,125.8504,99.45432
5.463653,22.30164,125.8493,99.45364
5.470871,22.30164,125.8493,99.45291
5.478136,22.30164,125.8493,99.45219
5.485308,22.254,125.8482,99.45147
5.49268,22.254,125.8482,99.45073
5.499287,22.254,125.8482,99.45007
5.505878,22.20282,125.8471,99.44941
5.513336,22.20282,125.8471,99.44867
5.520923,22.1481,125.846,99.44791
5.528255,22.1481,125.846,99.44717
